school_type, state, total_enrolments, school_sector, girls_enrolments, icsea, teaching_staff, full_time_equivalent_enrolments, language_background_other_than_english, boys_enrolments, year_range, geolocation, suburb, ogc_fid, abs_remoteness_area, calendar_year, longitude, latitude
"Primary","TAS",103,"Government",52,1014,10,95.8,1,51,"K-6","Outer Regional","Westbury",74670,"Outer Regional Australia","2016",146.838051,-41.53170299
"Primary","TAS",383,"Government",187,958,27,367.4,2,196,"K-6","Outer Regional","Deloraine",74671,"Outer Regional Australia","2016",146.6627154,-41.52867221
"Primary","TAS",58,"Government",23,897,7,56.0,0,35,"K-6","Outer Regional","Mole Creek",74672,"Outer Regional Australia","2016",146.405549,-41.55845075
"Primary","TAS",354,"Government",170,941,28,341.8,0,184,"K-6","Outer Regional","Latrobe",74673,"Outer Regional Australia","2016",146.4160131,-41.23961898
"Combined","TAS",496,"Government",231,935,45,483.7,1,265,"U, K-10","Outer Regional","Sheffield",74674,"Outer Regional Australia","2016",146.3245746,-41.38460175
"Secondary","TAS",409,"Government",212,939,34,408.6,1,197,"7-Oct","Outer Regional","Latrobe",74675,"Outer Regional Australia","2016",146.4252532,-41.23650373
"Primary","TAS",58,"Government",26,968,5,54.0,0,32,"K-6","Outer Regional","Sassafras",74676,"Outer Regional Australia","2016",146.5033138,-41.2871478
"Primary","TAS",310,"Government",157,937,18,296.8,3,153,"K-6","Inner Regional","Devonport",74677,"Inner Regional Australia","2016",146.3574016,-41.18023239
"Primary","TAS",244,"Government",130,854,19,232.8,0,114,"K-6","Inner Regional","East Devonport",74678,"Inner Regional Australia","2016",146.3721147,-41.17792747
"Primary","TAS",200,"Government",102,1032,16,190.8,1,98,"K-6","Outer Regional","Forth",74679,"Outer Regional Australia","2016",146.2485823,-41.19291547
"Primary","TAS",228,"Government",118,903,19,216.4,1,110,"K-6","Inner Regional","Devonport",74680,"Inner Regional Australia","2016",146.3331589,-41.1870573
"Primary","TAS",326,"Government",160,956,21,309.6,1,166,"K-6","Inner Regional","Miandetta",74681,"Inner Regional Australia","2016",146.349,-41.1954
"Primary","TAS",517,"Government",254,948,34,488.4,2,263,"K-6","Inner Regional","Devonport",74682,"Inner Regional Australia","2016",146.3382823,-41.1729974
"Primary","TAS",457,"Government",207,963,30,440.8,0,250,"K-6","Inner Regional","Spreyton",74683,"Inner Regional Australia","2016",146.3458559,-41.21202919
"Primary","TAS",25,"Government",13,959,4,23.4,0,12,"K-6","Outer Regional","Wilmot",74684,"Outer Regional Australia","2016",146.1753679,-41.38699434
"Primary","TAS",257,"Government",123,945,17,243.0,1,134,"K-6","Outer Regional","Ulverstone",74685,"Outer Regional Australia","2016",146.1917543,-41.15452656
"Primary","TAS",36,"Government",20,920,5,35.2,3,16,"K-6","Outer Regional","Sprent",74686,"Outer Regional Australia","2016",146.1594276,-41.26294106
"Primary","TAS",410,"Government",183,947,31,389.6,0,227,"K-6","Outer Regional","Ulverstone",74687,"Outer Regional Australia","2016",146.1641443,-41.16076112
"Primary","TAS",203,"Government",94,864,14,193.4,1,109,"K-6","Outer Regional","West Ulverstone",74688,"Outer Regional Australia","2016",146.1595138,-41.14816145
"Primary","TAS",99,"Government",56,937,7,94.6,0,43,"K-6","Outer Regional","Riana",74689,"Outer Regional Australia","2016",145.9989877,-41.20249009
"Primary","TAS",369,"Government",210,993,26,353.0,3,159,"K-6","Outer Regional","Park Grove",74690,"Outer Regional Australia","2016",145.8853029,-41.0584334
"Primary","TAS",160,"Government",74,931,11,150.4,2,86,"K-6","Outer Regional","Cooee",74691,"Outer Regional Australia","2016",145.8664653,-41.0415376
"Primary","TAS",329,"Government",165,901,26,310.4,0,164,"K-6","Outer Regional","Montello",74692,"Outer Regional Australia","2016",145.8985795,-41.05990677
"Primary","TAS",257,"Government",125,983,23,244.2,2,132,"K-6","Outer Regional","Boat Harbour",74693,"Outer Regional Australia","2016",145.6353569,-40.94562609
"Primary","TAS",129,"Government",65,900,13,124.0,1,64,"K-6","Outer Regional","Havenview",74694,"Outer Regional Australia","2016",145.9111684,-41.08386446
"Primary","TAS",40,"Government",18,914,4,38.0,0,22,"K-6","Outer Regional","Natone",74695,"Outer Regional Australia","2016",145.9217735,-41.17012891
"Primary","TAS",110,"Government",54,905,9,105.8,0,56,"K-6","Outer Regional","Ridgley",74696,"Outer Regional Australia","2016",145.8377718,-41.13997773
"Primary","TAS",373,"Government",165,910,34,353.0,0,208,"K-6","Outer Regional","Wynyard",74697,"Outer Regional Australia","2016",145.7148662,-40.98316517
"Primary","TAS",49,"Government",24,890,6,45.8,0,25,"K-6","Outer Regional","Edith Creek",74698,"Outer Regional Australia","2016",145.0934073,-40.97052056
"Primary","TAS",168,"Government",82,922,14,160.0,0,86,"K-6","Outer Regional","Forest",74699,"Outer Regional Australia","2016",145.2494153,-40.84838284
"Primary","TAS",32,"Government",18,1047,5,28.8,0,14,"K-6","Remote","Redpa",74700,"Remote Australia","2016",144.761834,-40.932925
"Primary","TAS",185,"Government",88,861,14,173.4,0,97,"K-6","Outer Regional","Smithton",74701,"Outer Regional Australia","2016",145.1160526,-40.84946046
"Primary","TAS",58,"Government",29,992,5,54.0,0,29,"K-6","Outer Regional","Stanley",74702,"Outer Regional Australia","2016",145.2909851,-40.75956582
"Primary","TAS",607,"Government",278,921,39,573.2,0,329,"K-6","Inner Regional","Brighton",74703,"Inner Regional Australia","2016",147.258458,-42.69909438
"Primary","TAS",135,"Government",62,917,10,127.4,1,73,"K-6","Inner Regional","Bagdad",74704,"Inner Regional Australia","2016",147.2229568,-42.62489064
"Primary","TAS",35,"Government",17,885,4,34.2,0,18,"K-6","Outer Regional","Kempton",74705,"Outer Regional Australia","2016",147.1991345,-42.5311126
"Primary","TAS",384,"Government",206,877,30,362.8,0,178,"K-6","Inner Regional","New Norfolk",74706,"Inner Regional Australia","2016",147.0509224,-42.77432027
"Primary","TAS",196,"Government",78,897,17,188.4,2,118,"K-6","Inner Regional","New Norfolk",74707,"Inner Regional Australia","2016",147.0636691,-42.77900115
"Primary","TAS",157,"Government",78,968,11,147.4,0,79,"K-6","Inner Regional","Molesworth",74708,"Inner Regional Australia","2016",147.1567787,-42.80404026
"Primary","TAS",64,"Government",31,904,7,60.8,3,33,"K-6","Outer Regional","Westerway",74709,"Outer Regional Australia","2016",146.7873511,-42.67762923
"Primary","TAS",63,"Government",29,931,7,60.2,0,34,"K-6","Remote","Strahan",74710,"Remote Australia","2016",145.320347,-42.15342033
"Primary","TAS",62,"Government",29,895,6,60.0,0,33,"K-6","Remote","Zeehan",74711,"Remote Australia","2016",145.3395928,-41.88801157
"Combined","TAS",214,"Independent",114,1108,27,214.0,49,100,"Prep-10","Inner Regional","Huntingfield",74712,"Inner Regional Australia","2016",147.289813,-42.997854
"Combined","TAS",110,"Independent",54,912,20,102.5,48,56,"Prep-12","Outer Regional","Somerset",74713,"Outer Regional Australia","2016",145.81,-41.0444
"Secondary","TAS",546,"Catholic",252,1010,46,546.0,0,294,"7-Oct","Inner Regional","Mornington",74714,"Inner Regional Australia","2016",147.400625,-42.857456
"Primary","TAS",163,"Independent",90,1012,12,163.0,4,73,"Prep-6","Inner Regional","Don",74715,"Inner Regional Australia","2016",146.32429,-41.1815
"Primary","TAS",279,"Catholic",150,992,21,279.0,2,129,"Prep-6","Inner Regional","Invermay",74716,"Inner Regional Australia","2016",147.132923,-41.415572
"Special","TAS",42,"Independent",8,988,4,29.2,0,34,"U","Outer Regional","Deloraine",74717,"Outer Regional Australia","2016",146.652,-41.5225
"Combined","TAS",871,"Catholic",466,989,63,871.0,8,405,"Prep-10","Inner Regional","Glenorchy",74718,"Inner Regional Australia","2016",147.257738,-42.848604
"Combined","TAS",545,"Catholic",536,1077,43,545.0,2,9,"Prep-10","Inner Regional","Sandy Bay",74719,"Inner Regional Australia","2016",147.33217,-42.901946
"Combined","TAS",872,"Catholic",419,998,74,872.0,10,453,"Prep-10","Inner Regional","New Town",74720,"Inner Regional Australia","2016",147.304645,-42.86218
"Primary","TAS",438,"Government",232,966,30,414.4,1,206,"K-6","Inner Regional","Dodges Ferry",74721,"Inner Regional Australia","2016",147.6247467,-42.84870944
"Primary","TAS",426,"Government",196,955,29,404.0,1,230,"K-6","Outer Regional","Exeter",74722,"Outer Regional Australia","2016",146.956374,-41.29885674
"Primary","TAS",420,"Government",196,1051,31,395.6,3,224,"K-6","Inner Regional","Blackmans Bay",74723,"Inner Regional Australia","2016",147.3193779,-43.0086344
"Combined","TAS",173,"Independent",80,980,36,172.2,100,93,"3-Dec","Inner Regional","Claremont",74724,"Inner Regional Australia","2016",147.2628247,-42.79702753
"Primary","TAS",263,"Government",127,954,18,248.0,0,136,"K-6","Outer Regional","Beaconsfield",74725,"Outer Regional Australia","2016",146.8219466,-41.20319085
"Combined","TAS",79,"Independent",42,1029,13,79.0,9,37,"Prep-10","Inner Regional","Newstead",74726,"Inner Regional Australia","2016",147.165078,-41.438287
"Combined","TAS",772,"Catholic",0,1019,74,772.0,3,772,"3-Oct","Inner Regional","Austins Ferry",74727,"Inner Regional Australia","2016",147.251698,-42.774178
"Primary","TAS",50,"Independent",20,1076,5,50.0,8,30,"Prep-6","Outer Regional","Nicholls Rivule",74728,"Outer Regional Australia","2016",147.152841,-43.141636
"Combined","TAS",197,"Government",90,894,26,193.5,1,107,"K-12","Remote","Queenstown",74729,"Remote Australia","2016",145.549574,-42.09410938
"Secondary","TAS",693,"Catholic",347,1016,67,693.0,4,346,"7-Dec","Inner Regional","Devonport",74730,"Inner Regional Australia","2016",146.342373,-41.167167
"Secondary","TAS",1475,"Catholic",737,1023,139,1475.0,4,738,"7-Dec","Inner Regional","Prospect",74731,"Inner Regional Australia","2016",147.127506,-41.472
"Secondary","TAS",792,"Catholic",414,1023,66,792.0,3,378,"7-Dec","Outer Regional","Burnie",74732,"Outer Regional Australia","2016",145.889352,-41.048261
"Combined","TAS",3,"Government",2,null,2,3.0,0,1,"K-10","Very Remote","Cape Barren Island",74733,"Very Remote Australia","2016",148.024571,-40.369305
"Primary","TAS",442,"Independent",213,1074,45,441.2,8,229,"Prep-12","Inner Regional","Kingston",74734,"Inner Regional Australia","2016",147.3050204,-42.97993089
"Combined","SA",999,"Independent",500,1084,91,999.0,35,499,"R-12","Major Cities","Fullarton",74735,"Major Cities of Australia","2016",138.621828,-34.954499
"Combined","WA",296,"Government",147,null,40,286.0,96,149,"K-12","Very Remote","Warakurna",74736,"Very Remote Australia","2016",127.54272,-25.28353
"Combined","TAS",150,"Independent",75,1005,14,150.0,1,75,"Prep-10","Inner Regional","Rokeby",74737,"Inner Regional Australia","2016",147.4385796,-42.90075556
"Primary","TAS",123,"Independent",57,930,11,123.0,5,66,"Prep-6","Inner Regional","Bridgewater",74738,"Inner Regional Australia","2016",147.223489,-42.730637
"Primary","TAS",73,"Independent",35,1047,7,73.0,8,38,"Prep-6","Inner Regional","Margate",74739,"Inner Regional Australia","2016",147.271393,-43.027034
"Combined","NSW",104,"Independent",50,1035,12,104.0,1,54,"K-11","Inner Regional","Jindera",74740,"Inner Regional Australia","2016",146.826712,-35.902879
"Primary","NSW",30,"Independent",14,1004,3,30.0,33,16,"K-6","Major Cities","Rockdale",74741,"Major Cities of Australia","2016",151.149577,-33.950985
"Combined","NSW",111,"Independent",56,1082,11,111.0,17,55,"K-12","Inner Regional","Wagga Wagga",74742,"Inner Regional Australia","2016",147.3479814,-35.12896698
"Combined","QLD",163,"Independent",69,1049,15,162.6,45,94,"Prep-12","Major Cities","Park Ridge",74743,"Major Cities of Australia","2016",153.08414,-27.718998
"Primary","WA",84,"Government",43,982,6,78.4,2,41,"K-6","Outer Regional","Darkan",74744,"Outer Regional Australia","2016",116.7331568,-33.33590866
"Special","WA",50,"Government",16,null,13,50.0,14,34,"K-12","Major Cities","Coolbinia",74745,"Major Cities of Australia","2016",115.8578704,-31.91183532
"Combined","WA",396,"Independent",202,1045,36,396.0,61,194,"PP-12","Major Cities","Yangebup",74746,"Major Cities of Australia","2016",115.82463,-32.123981
"Primary","SA",5,"Government",3,null,2,5.0,0,2,"R-7","Remote","Port Neill",74747,"Remote Australia","2016",136.3427703,-34.11700739
"Secondary","SA",1193,"Government",653,null,104,987.9,49,540,"U, 8-12","Major Cities","Torrensville",74748,"Major Cities of Australia","2016",138.562772,-34.917275
"Primary","ACT",53,"Government",27,null,6,53.0,15,26,"K-2","Major Cities","O'Connor",74749,"Major Cities of Australia","2016",149.1225,-35.2646
"Secondary","ACT",516,"Government",237,null,43,515.4,16,279,"10-Dec","Major Cities","Wanniassa",74750,"Major Cities of Australia","2016",149.090983,-35.405251
"Secondary","ACT",432,"Government",198,null,34,430.8,28,234,"11-Dec","Major Cities","Hawker",74751,"Major Cities of Australia","2016",149.031897,-35.244317
"Secondary","ACT",973,"Government",556,null,74,973.0,49,417,"11-Dec","Major Cities","Narrabundah",74752,"Major Cities of Australia","2016",149.147097,-35.335969
"Primary","ACT",124,"Government",54,null,15,123.4,19,70,"K-2","Major Cities","Scullin",74753,"Major Cities of Australia","2016",149.0384,-35.2328
"Primary","ACT",97,"Government",43,null,11,97.0,40,54,"K-2","Major Cities","Lyons",74754,"Major Cities of Australia","2016",149.076243,-35.341633
"Primary","ACT",60,"Government",25,null,7,60.0,30,35,"K-2","Major Cities","Narrabundah",74755,"Major Cities of Australia","2016",149.150698,-35.329016
"Combined","ACT",619,"Government",297,989,55,618.3,19,322,"K-10","Major Cities","Chisholm",74756,"Major Cities of Australia","2016",149.122,-35.4182
"Primary","ACT",104,"Government",44,null,9,103.2,15,60,"K-2","Major Cities","Isabella Plains",74757,"Major Cities of Australia","2016",149.089497,-35.428716
"Secondary","ACT",1019,"Government",596,null,76,1017.2,22,423,"11-Dec","Major Cities","Phillip",74758,"Major Cities of Australia","2016",149.0883,-35.3404
"Secondary","ACT",1412,"Independent",628,1110,117,1412.0,19,784,"7-Dec","Major Cities","Dickson",74759,"Major Cities of Australia","2016",149.1387,-35.2535
"Combined","ACT",1588,"Independent",0,1115,119,1588.0,14,1588,"4-Dec","Major Cities","Pearce",74760,"Major Cities of Australia","2016",149.088,-35.3603
"Combined","ACT",978,"Independent",0,1085,78,978.0,6,978,"4-Dec","Major Cities","Griffith",74761,"Major Cities of Australia","2016",149.144412,-35.323315
"Secondary","NT",1247,"Government",658,null,99,1233.4,44,589,"U, 10-12","Outer Regional","The Gardens",74762,"Outer Regional Australia","2016",130.83398,-12.43893
"Secondary","NT",127,"Government",71,null,30,91.1,96,56,"10-Dec","Outer Regional","Nightcliff",74763,"Outer Regional Australia","2016",130.8339947,-12.43964837
"Secondary","NT",375,"Government",186,null,40,353.4,20,189,"9-Dec","Remote","Alice Springs",74764,"Remote Australia","2016",133.8953,-23.6979
"Combined","NT",11,"Government",5,700,2,11.0,45,6,"P-9","Very Remote","Robinson River",74765,"Very Remote Australia","2016",136.18325,-17.24244
"Combined","NT",10,"Government",3,768,2,10.0,10,7,"T-9","Remote","Litchfield Park",74766,"Remote Australia","2016",130.654431,-13.098819
"Combined","NT",214,"Independent",94,1033,16,214.0,23,120,"T-9","Remote","Alice Springs",74767,"Remote Australia","2016",133.85232,-23.70771
"Primary","NT",203,"Catholic",111,995,13,203.0,7,92,"T-6","Outer Regional","Karama",74768,"Outer Regional Australia","2016",130.91166,-12.39367
"Primary","NT",263,"Catholic",123,1048,17,263.0,8,140,"T-6","Outer Regional","Casuarina",74769,"Outer Regional Australia","2016",130.88613,-12.372129
"Secondary","NT",576,"Catholic",309,1006,48,576.0,6,267,"7-Dec","Outer Regional","Karama",74770,"Outer Regional Australia","2016",130.91045,-12.39337
"Combined","NT",791,"Catholic",381,1027,67,789.8,8,410,"T-12","Remote","Alice Springs",74771,"Remote Australia","2016",133.8971068,-23.70387163
"Primary","NT",349,"Catholic",158,994,21,349.0,14,191,"T-6","Outer Regional","Woodroffe",74772,"Outer Regional Australia","2016",130.97937,-12.49588
"Primary","NT",164,"Catholic",74,998,12,164.0,4,90,"T-6","Outer Regional","Humpty Doo",74773,"Outer Regional Australia","2016",131.09829,-12.58212
"Secondary","NT",245,"Catholic",120,920,31,245.0,16,125,"7-Dec","Outer Regional","The Gardens",74774,"Outer Regional Australia","2016",130.83962,-12.44343
"Combined","NT",277,"Catholic",137,939,28,276.4,5,140,"T-12","Remote","Katherine East",74775,"Remote Australia","2016",132.27593,-14.46194
"Primary","NT",221,"Catholic",96,1084,16,221.0,6,125,"T-6","Outer Regional","Darwin",74776,"Outer Regional Australia","2016",130.83883,-12.45935
"Primary","NT",251,"Catholic",108,1077,19,251.0,6,143,"T-6","Outer Regional","Rapid Creek",74777,"Outer Regional Australia","2016",130.85821,-12.38695
"Secondary","SA",89,"Independent",57,null,12,87.0,null,32,"11-Dec","Major Cities","Adelaide",74778,"Major Cities of Australia","2016",138.600518,-34.931956
"Combined","SA",1713,"Catholic",461,1065,133,1712.7,6,1252,"6-Dec","Major Cities","Somerton Park",74779,"Major Cities of Australia","2016",138.521367,-34.996682
"Primary","NSW",72,"Independent",33,1128,10,72.0,3,39,"K-6","Major Cities","Terrey Hills",74780,"Major Cities of Australia","2016",151.216969,-33.686607
"Secondary","NSW",2735,"Independent",38,1178,269,2735.0,25,2697,"K-12","Major Cities","Wahroonga",74781,"Major Cities of Australia","2016",151.118596,-33.72254
"Combined","NSW",1438,"Independent",720,1160,135,1438.0,11,718,"K-12","Major Cities","Bondi Junction",74782,"Major Cities of Australia","2016",151.244827,-33.899355
"Secondary","NSW",951,"Catholic",475,null,96,950.0,null,476,"11-Dec","Major Cities","Hamilton",74783,"Major Cities of Australia","2016",151.753714,-32.927166
"Primary","NSW",107,"Catholic",52,null,10,107.0,null,55,"K-2","Major Cities","Abermain",74784,"Major Cities of Australia","2016",151.443237,-32.81091
"Primary","NSW",457,"Catholic",227,1128,27,457.0,8,230,"K-6","Major Cities","Como",74785,"Major Cities of Australia","2016",151.073429,-34.00927
"Primary","NSW",19,"Catholic",13,null,4,19.0,null,6,"K-2","Very Remote","Wilcannia",74786,"Very Remote Australia","2016",143.379376,-31.559128
"Primary","NSW",80,"Independent",36,null,9,80.0,null,44,"K-2","Major Cities","Lindfield",74787,"Major Cities of Australia","2016",151.163657,-33.774982
"Special","NSW",96,"Independent",30,null,5,96.0,null,66,"10","Major Cities","Eagle Vale",74788,"Major Cities of Australia","2016",150.813818,-34.034379
